b_24001	Eulemur_macaco,Callithrix_jacchus,Galago_senegalensis	Sapajus_apella,Macaca_silenus,Papio_hamadryas
b_24002	Galago_senegalensis,Papio_hamadryas,Macaca_nigra	Varecia_variegata,Saguinus_oedipus,Sapajus_apella
b_24003	Lemur_catta,Varecia_variegata,Nycticebus_coucang	Saguinus_imperator,Cebuella_pygmaea,Macaca_nigra
b_24004	Saguinus_imperator,Varecia_rubra,Eulemur_macaco	Nycticebus_pygmaeus,Macaca_fuscata,Trachypithecus_auratus
b_24005	Ateles_geoffroyi,Saguinus_oedipus,Saimiri_sciureus	Galago_moholi,Theropithecus_gelada,Lemur_catta
b_24006	Gorilla_gorilla,Propithecus_coquereli,Pan_troglodytes	Eulemur_macaco,Galago_moholi,Macaca_nigra
b_24007	Pan_troglodytes,Saguinus_midas,Lemur_catta	Saguinus_imperator,Nycticebus_coucang,Galago_moholi
b_24008	Varecia_rubra,Galago_senegalensis,Nycticebus_pygmaeus	Leontopithecus_chrysomelas,Callimico_goeldii,Macaca_fascicularis
b_24009	Eulemur_macaco,Colobus_guereza,Varecia_rubra	Hylobates_lar,Mico_argentatus,Gorilla_gorilla
b_24010	Macaca_nigra,Macaca_fascicularis,Mandrillus_sphinx	Propithecus_coquereli,Leontopithecus_rosalia,Saimiri_sciureus
b_24011	Galago_senegalensis,Galago_moholi,Trachypithecus_cristatus	Saguinus_oedipus,Ateles_geoffroyi,Leontopithecus_chrysomelas
b_24012	Saimiri_sciureus,Mandrillus_sphinx,Varecia_variegata	Trachypithecus_francoisi,Pan_troglodytes,Nycticebus_pygmaeus
b_24013	Nycticebus_coucang,Saguinus_bicolor,Microcebus_murinus	Trachypithecus_cristatus,Trachypithecus_francoisi,Pan_troglodytes
b_24014	Hylobates_lar,Theropithecus_gelada,Macaca_silenus	Callimico_goeldii,Nycticebus_pygmaeus,Eulemur_macaco
b_24015	Trachypithecus_francoisi,Galago_senegalensis,Eulemur_macaco	Saguinus_oedipus,Cercopithecus_neglectus,Macaca_fascicularis
b_24016	Microcebus_murinus,Trachypithecus_francoisi,Leontopithecus_rosalia	Nycticebus_coucang,Nycticebus_pygmaeus,Macaca_nigra
b_24017	Trachypithecus_auratus,Papio_hamadryas,Eulemur_macaco	Alouatta_caraya,Sapajus_apella,Ateles_geoffroyi
b_24018	Alouatta_caraya,Eulemur_macaco,Callimico_goeldii	Galago_senegalensis,Microcebus_murinus,Galago_moholi
b_24019	Trachypithecus_francoisi,Lemur_catta,Varecia_variegata	Nycticebus_coucang,Macaca_silenus,Sapajus_apella
b_24020	Nycticebus_coucang,Galago_senegalensis,Hylobates_lar	Saguinus_oedipus,Saguinus_bicolor,Cercopithecus_neglectus
b_24021	Nycticebus_coucang,Nycticebus_pygmaeus,Macaca_silenus	Propithecus_coquereli,Pan_troglodytes,Trachypithecus_auratus
b_24022	Pan_troglodytes,Trachypithecus_auratus,Macaca_fuscata	Sapajus_apella,Microcebus_murinus,Alouatta_caraya
b_24023	Trachypithecus_francoisi,Macaca_fascicularis,Papio_hamadryas	Varecia_rubra,Microcebus_murinus,Varecia_variegata
b_24024	Leontopithecus_chrysomelas,Lemur_catta,Callithrix_jacchus	Mandrillus_sphinx,Varecia_rubra,Varecia_variegata
b_24025	Eulemur_macaco,Lemur_catta,Varecia_rubra	Saimiri_sciureus,Callithrix_jacchus,Saguinus_bicolor
b_24026	Eulemur_macaco,Saimiri_sciureus,Nycticebus_coucang	Trachypithecus_auratus,Trachypithecus_cristatus,Trachypithecus_francoisi
b_24027	Galago_senegalensis,Trachypithecus_auratus,Gorilla_gorilla	Callimico_goeldii,Sapajus_apella,Leontopithecus_rosalia
b_24028	Trachypithecus_cristatus,Colobus_guereza,Ateles_geoffroyi	Galago_senegalensis,Galago_moholi,Nycticebus_pygmaeus
b_24029	Macaca_silenus,Galago_moholi,Saimiri_sciureus	Eulemur_macaco,Microcebus_murinus,Macaca_fuscata
b_24030	Mandrillus_sphinx,Macaca_nigra,Macaca_fascicularis	Lemur_catta,Saguinus_bicolor,Saguinus_imperator
b_24031	Trachypithecus_auratus,Colobus_guereza,Pan_troglodytes	Leontopithecus_chrysomelas,Cebuella_pygmaea,Saguinus_imperator
b_24032	Colobus_guereza,Cercopithecus_neglectus,Saguinus_bicolor	Varecia_variegata,Hylobates_lar,Varecia_rubra
b_24033	Mico_argentatus,Saguinus_midas,Saguinus_bicolor	Nycticebus_coucang,Theropithecus_gelada,Propithecus_coquereli
b_24034	Nycticebus_coucang,Eulemur_macaco,Microcebus_murinus	Alouatta_caraya,Callithrix_geoffroyi,Saimiri_sciureus
b_24035	Colobus_guereza,Leontopithecus_chrysomelas,Cercopithecus_neglectus	Varecia_rubra,Galago_moholi,Nycticebus_coucang
b_24036	Gorilla_gorilla,Trachypithecus_auratus,Hylobates_lar	Cebuella_pygmaea,Callithrix_jacchus,Mico_argentatus
b_24037	Nycticebus_pygmaeus,Colobus_guereza,Microcebus_murinus	Leontopithecus_chrysomelas,Callimico_goeldii,Pan_troglodytes
b_24038	Macaca_fascicularis,Macaca_nigra,Ateles_geoffroyi	Callithrix_geoffroyi,Callithrix_jacchus,Mico_argentatus
b_24039	Mico_argentatus,Galago_moholi,Ateles_geoffroyi	Gorilla_gorilla,Leontopithecus_chrysomelas,Macaca_fascicularis
b_24040	Callimico_goeldii,Macaca_fuscata,Saguinus_oedipus	Lemur_catta,Hylobates_lar,Microcebus_murinus
b_24041	Macaca_fascicularis,Mandrillus_sphinx,Macaca_silenus	Galago_senegalensis,Nycticebus_pygmaeus,Galago_moholi
b_24042	Macaca_nigra,Trachypithecus_auratus,Papio_hamadryas	Lemur_catta,Nycticebus_coucang,Saguinus_midas
b_24043	Galago_moholi,Galago_senegalensis,Varecia_variegata	Callimico_goeldii,Callithrix_geoffroyi,Cebuella_pygmaea
b_24044	Saguinus_imperator,Trachypithecus_auratus,Hylobates_lar	Galago_senegalensis,Propithecus_coquereli,Galago_moholi
b_24045	Varecia_variegata,Saguinus_imperator,Trachypithecus_francoisi	Propithecus_coquereli,Alouatta_caraya,Saimiri_sciureus
b_24046	Theropithecus_gelada,Macaca_silenus,Papio_hamadryas	Eulemur_macaco,Microcebus_murinus,Galago_senegalensis
b_24047	Trachypithecus_cristatus,Macaca_nigra,Ateles_geoffroyi	Saguinus_imperator,Eulemur_macaco,Microcebus_murinus
b_24048	Leontopithecus_rosalia,Ateles_geoffroyi,Saimiri_sciureus	Lemur_catta,Varecia_rubra,Nycticebus_coucang
b_24049	Galago_moholi,Pan_troglodytes,Galago_senegalensis	Eulemur_macaco,Colobus_guereza,Leontopithecus_rosalia
b_24050	Galago_moholi,Nycticebus_pygmaeus,Propithecus_coquereli	Leontopithecus_chrysomelas,Alouatta_caraya,Saguinus_oedipus
b_24051	Macaca_silenus,Macaca_fascicularis,Callithrix_jacchus	Gorilla_gorilla,Microcebus_murinus,Propithecus_coquereli
b_24052	Papio_hamadryas,Pan_troglodytes,Macaca_nigra	Nycticebus_pygmaeus,Callimico_goeldii,Leontopithecus_chrysomelas
b_24053	Saimiri_sciureus,Saguinus_imperator,Ateles_geoffroyi	Hylobates_lar,Varecia_rubra,Microcebus_murinus
b_24054	Macaca_silenus,Lemur_catta,Leontopithecus_chrysomelas	Galago_senegalensis,Galago_moholi,Colobus_guereza
b_24055	Galago_moholi,Mico_argentatus,Microcebus_murinus	Propithecus_coquereli,Lemur_catta,Hylobates_lar
b_24056	Hylobates_lar,Nycticebus_pygmaeus,Lemur_catta	Macaca_silenus,Trachypithecus_francoisi,Papio_hamadryas
b_24057	Microcebus_murinus,Galago_senegalensis,Cercopithecus_neglectus	Varecia_variegata,Gorilla_gorilla,Colobus_guereza
b_24058	Cebuella_pygmaea,Colobus_guereza,Eulemur_macaco	Microcebus_murinus,Macaca_fuscata,Saimiri_sciureus
b_24059	Macaca_fascicularis,Mandrillus_sphinx,Eulemur_macaco	Mico_argentatus,Ateles_geoffroyi,Saguinus_oedipus
b_24060	Macaca_nigra,Gorilla_gorilla,Pan_troglodytes	Propithecus_coquereli,Varecia_rubra,Lemur_catta
b_24061	Macaca_fuscata,Sapajus_apella,Eulemur_macaco	Nycticebus_pygmaeus,Galago_moholi,Leontopithecus_rosalia
b_24062	Nycticebus_pygmaeus,Macaca_silenus,Galago_moholi	Papio_hamadryas,Macaca_nigra,Cebuella_pygmaea
b_24063	Macaca_silenus,Pan_troglodytes,Hylobates_lar	Propithecus_coquereli,Microcebus_murinus,Saguinus_oedipus
b_24064	Eulemur_macaco,Alouatta_caraya,Saimiri_sciureus	Nycticebus_pygmaeus,Colobus_guereza,Microcebus_murinus
b_24065	Papio_hamadryas,Theropithecus_gelada,Colobus_guereza	Eulemur_macaco,Mico_argentatus,Microcebus_murinus
b_24066	Callithrix_geoffroyi,Hylobates_lar,Galago_senegalensis	Papio_hamadryas,Pan_troglodytes,Eulemur_macaco
b_24067	Gorilla_gorilla,Papio_hamadryas,Cercopithecus_neglectus	Nycticebus_pygmaeus,Saguinus_midas,Lemur_catta
b_24068	Leontopithecus_rosalia,Saguinus_oedipus,Cebuella_pygmaea	Saimiri_sciureus,Alouatta_caraya,Microcebus_murinus
b_24069	Macaca_nigra,Alouatta_caraya,Nycticebus_pygmaeus	Theropithecus_gelada,Callimico_goeldii,Varecia_variegata
b_24070	Varecia_variegata,Alouatta_caraya,Ateles_geoffroyi	Propithecus_coquereli,Sapajus_apella,Nycticebus_pygmaeus
b_24071	Theropithecus_gelada,Papio_hamadryas,Macaca_fascicularis	Varecia_rubra,Saguinus_midas,Lemur_catta
b_24072	Macaca_fuscata,Gorilla_gorilla,Trachypithecus_auratus	Sapajus_apella,Microcebus_murinus,Varecia_rubra
b_24073	Macaca_nigra,Trachypithecus_auratus,Macaca_silenus	Galago_senegalensis,Hylobates_lar,Galago_moholi
b_24074	Macaca_fascicularis,Propithecus_coquereli,Galago_moholi	Pan_troglodytes,Microcebus_murinus,Varecia_variegata
b_24075	Nycticebus_coucang,Galago_senegalensis,Varecia_variegata	Saguinus_midas,Callimico_goeldii,Pan_troglodytes
b_24076	Galago_moholi,Propithecus_coquereli,Hylobates_lar	Callimico_goeldii,Saimiri_sciureus,Saguinus_oedipus
b_24077	Saguinus_imperator,Saguinus_midas,Pan_troglodytes	Varecia_rubra,Colobus_guereza,Theropithecus_gelada
b_24078	Hylobates_lar,Pan_troglodytes,Colobus_guereza	Alouatta_caraya,Saguinus_bicolor,Saimiri_sciureus
b_24079	Leontopithecus_chrysomelas,Colobus_guereza,Trachypithecus_auratus	Saguinus_bicolor,Lemur_catta,Eulemur_macaco
b_24080	Callithrix_jacchus,Saguinus_imperator,Mico_argentatus	Varecia_variegata,Nycticebus_coucang,Nycticebus_pygmaeus
b_24081	Nycticebus_pygmaeus,Gorilla_gorilla,Nycticebus_coucang	Colobus_guereza,Cercopithecus_neglectus,Eulemur_macaco
